Ensembl.Transcript.ID	nonsynon.probability	synon.probability	cds.length	chromosome	chromosome.start	chromosome.stop	Ensembl.Gene.ID	Associated.Gene.Name	S	N	expected.ratio	observed.ratio	odds.ratio	log2.odds.ratio	total.mut	prob.s	p.value	q.value	ranking	or.rank	p.rank	is.significant	is.interesting	cancer.gene	cancer.gene.vogelstein	classification
ENST00000379013	0.123182301946095	0.0561874882264441	822	19	36157715	36169062	ENSG00000105668	UPK1A	23	21	2.1923439867903	0.91304347826087	0.416469077737026	-1.26371871346598	44	0.313249450603673	0.00498746124855887	0.376950115973799	332	332	235	FALSE	TRUE	FALSE	FALSE	NA
ENST00000297579	0.274282069449699	0.0878557080701294	1794	8	104426942	104455681	ENSG00000164934	DCAF13	22	30	3.1219607180305	1.36363636363636	0.436788443800991	-1.19499340779523	52	0.242602991247769	0.00514942317669107	0.379507021666507	371	371	243	FALSE	TRUE	FALSE	FALSE	NA
ENST00000338350	0.175943061765819	0.0775029581543965	1260	11	128761364	128786748	ENSG00000120457	KCNJ5	42	53	2.2701464041581	1.26190476190476	0.555869330538946	-0.847182309670926	95	0.305796706449737	0.00518799354471009	0.379507021666507	772	772	245	FALSE	TRUE	TRUE	FALSE	NA
ENST00000378681	0.0631542861981583	0.0244247387823987	417	10	13263767	13276331	ENSG00000165623	UCMA	17	16	2.58566884832642	0.941176470588235	0.363997296559231	-1.45800035944986	33	0.278887996159139	0.00537300864349645	0.388286535922353	242	242	248	FALSE	TRUE	FALSE	FALSE	NA
ENST00000356736	0.174885716059546	0.078476991565053	1383	4	103182823	103266631	ENSG00000138821	SLC39A8	23	22	2.2284966914739	0.956521739130435	0.42922286705205	-1.22020115648213	45	0.309741683378796	0.00551101530594254	0.391421528048022	352	352	252	FALSE	TRUE	FALSE	FALSE	NA
ENST00000302581	0.0994211809876803	0.0458983326844873	930	11	58189738	58190786	ENSG00000172365	OR5B2	32	35	2.1661174855984	1.09375	0.504935677437574	-0.985828476829322	67	0.315844249162788	0.00563933664195263	0.393635893830131	573	573	256	FALSE	TRUE	FALSE	FALSE	NA
ENST00000226798	0.0985736593522981	0.0304482652004228	777	4	190861943	190884359	ENSG00000109536	FRG1	10	9	3.23741463441173	0.9	0.277999608216246	-1.84684524512159	19	0.235992954732132	0.00577114074046016	0.399164674996114	132	132	259	FALSE	TRUE	FALSE	FALSE	NA
ENST00000221462	0.33778040977655	0.174718626593495	2076	19	45596220	45650543	ENSG00000104866	PPP1R37	18	12	1.93328219413285	0.666666666666667	0.344836707589753	-1.53601473856087	30	0.340915034359872	0.00582773879741689	0.400171397422627	208	208	261	FALSE	TRUE	FALSE	FALSE	NA
ENST00000175506	0.218390420046803	0.0688397302706527	1686	7	97481430	97501854	ENSG00000070669	ASNS	7	4	3.1724473525415	0.571428571428571	0.180122318175206	-2.47295114448253	11	0.239667493800943	0.00588733863558617	0.40060512805374	83	83	263	FALSE	TRUE	FALSE	FALSE	NA
ENST00000264037	0.8955915803452	0.409406756853487	6468	11	120973375	121061515	ENSG00000109927	TECTA	157	259	2.18753492792427	1.64968152866242	0.754128086186852	-0.407118513551566	416	0.313722052498795	0.00595215434762901	0.40254532157814	2463	2463	265	FALSE	TRUE	FALSE	FALSE	NA
ENST00000340900	0.0587495115951769	0.0252395875014783	471	14	21269505	21271014	ENSG00000129538	RNASE1	12	8	2.3276732074855	0.666666666666667	0.286409047680212	-1.80385102673632	20	0.30051027779727	0.00600381237647658	0.402931316787738	143	143	266	FALSE	TRUE	FALSE	FALSE	NA
ENST00000513104	0.372585091825341	0.16912788459876	2589	5	135549008	135701225	ENSG00000069018	TRPC7	98	150	2.20297848997085	1.53061224489796	0.694792187879334	-0.525346562156133	248	0.312209402320745	0.006015762188436	0.402931316787738	1766	1766	267	FALSE	TRUE	FALSE	FALSE	NA
ENST00000344644	0.207551712630251	0.0799420823866531	1593	2	234545100	234681951	ENSG00000242515	UGT1A10	25	30	2.59627603427182	1.2	0.462200468732735	-1.11340937199647	55	0.278065418357821	0.00607027427366864	0.402931316787738	435	435	270	FALSE	TRUE	FALSE	FALSE	NA
ENST00000366875	0.298873741029751	0.117328456076641	1872	1	223566715	223568812	ENSG00000178395	CCDC185	45	67	2.54732526979237	1.48888888888889	0.584491076402758	-0.774747096011976	112	0.281902538939862	0.00618065702755777	0.405251598276347	915	915	272	FALSE	TRUE	FALSE	FALSE	NA
ENST00000369235	0.191449188354274	0.0954025128106481	1302	1	147380083	147381384	ENSG00000121634	GJA8	68	87	2.00675205205817	1.27941176470588	0.637553485191999	-0.649381718273477	155	0.33258479006125	0.00623066401212445	0.405483390309608	1276	1276	275	FALSE	TRUE	FALSE	FALSE	NA
ENST00000343684	0.194537225470553	0.0564145127679175	1209	6	28227098	28228736	ENSG00000189134	NKAPL	31	56	3.44835426073527	1.80645161290323	0.523859057485019	-0.932749383160014	87	0.224802239521883	0.00644353847498113	0.411615116594904	652	652	279	FALSE	TRUE	FALSE	FALSE	NA
ENST00000347132	0.346802853747923	0.173909354042332	2088	1	41249684	41306124	ENSG00000117013	KCNQ4	39	42	1.99415871364519	1.07692307692308	0.540038799095651	-0.888865033440763	81	0.333983631342831	0.00645373550737463	0.411615116594904	714	714	281	FALSE	TRUE	FALSE	FALSE	NA
ENST00000356455	0.0720142055811404	0.0344220170164029	540	20	44441215	44445596	ENSG00000175063	UBE2C	7	2	2.0920972047287	0.285714285714286	0.136568360718849	-2.87230480687482	9	0.323405098154972	0.00686540432746951	0.415324508913191	71	71	290	FALSE	TRUE	FALSE	FALSE	NA
ENST00000322107	0.106281365033515	0.0524951119404173	951	19	16059818	16060768	ENSG00000176231	OR10H4	20	16	2.02459545479483	0.8	0.39514066778396	-1.33956175909841	36	0.330622727880755	0.00689996160883644	0.415324508913191	299	299	293	FALSE	TRUE	FALSE	FALSE	NA
ENST00000344895	0.0618224352619088	0.0260121628019672	480	5	110407390	110411829	ENSG00000145777	TSLP	14	11	2.37667416325848	0.785714285714286	0.330594028353071	-1.59686742997649	25	0.296149391872328	0.00704748360488757	0.415324508913191	192	192	300	FALSE	TRUE	FALSE	FALSE	NA
ENST00000329597	0.15780979614549	0.0758149681310165	1221	14	95047731	95059457	ENSG00000188488	SERPINA5	45	54	2.08151239835354	1.2	0.576503892529868	-0.794597745961609	99	0.324515974861663	0.00711295967414676	0.415324508913191	864	864	302	FALSE	TRUE	FALSE	FALSE	NA
ENST00000361618	0.166723286952634	0.0742304857641901	1230	4	170907749	170947559	ENSG00000198948	MFAP3L	28	31	2.24602176903796	1.10714285714286	0.492935051834818	-1.02053052245952	59	0.308069406538938	0.00721602804173674	0.415324508913191	527	527	306	FALSE	TRUE	FALSE	FALSE	NA
ENST00000565468	0.136746152951898	0.0657174276581226	885	7	140774032	141180180	ENSG00000261115	TMEM178B	9	4	2.08082023026347	0.444444444444444	0.213590985891255	-2.22707733215213	13	0.324588883887743	0.00725722373694103	0.415324508913191	99	99	312	FALSE	TRUE	FALSE	FALSE	NA
ENST00000438731	0.0842928374351608	0.0234734161049275	609	4	146601356	146653949	ENSG00000237136	C4orf51	13	17	3.59099148834439	1.30769230769231	0.36415912205217	-1.45735911030605	30	0.217817872792577	0.00735579740213055	0.417185446332227	243	243	316	FALSE	TRUE	FALSE	FALSE	NA
ENST00000423218	0.498120716327917	0.244619502562112	3570	15	68594050	68724501	ENSG00000137809	ITGA11	74	99	2.03630827105225	1.33783783783784	0.656991800728933	-0.60605272909093	173	0.329347322712211	0.00742607314190473	0.41723549573318	1423	1423	318	FALSE	TRUE	FALSE	FALSE	NA
ENST00000381539	0.143095614813104	0.0658851874090148	1173	7	34698021	34889280	ENSG00000187258	NPSR1	55	73	2.17189356880429	1.32727272727273	0.611113153211943	-0.710488561875126	128	0.315269090310925	0.0074506033311108	0.417280352813024	1087	1087	320	FALSE	TRUE	FALSE	FALSE	NA
ENST00000336092	0.0890639574557145	0.0366757406243929	564	1	201377992	201398994	ENSG00000159173	TNNI1	16	14	2.42841605757454	0.875	0.360317169403803	-1.47266069590214	30	0.291679884590046	0.00750559217633405	0.419050538891772	237	237	321	FALSE	TRUE	FALSE	FALSE	NA
ENST00000393229	0.275489198097424	0.129198933382064	1593	9	135037334	135119921	ENSG00000196358	NTNG2	40	47	2.13228693833527	1.175	0.551051539488093	-0.859740835461982	87	0.319255553430068	0.00772438073737025	0.422218813836041	755	755	326	FALSE	TRUE	FALSE	FALSE	NA
ENST00000217254	0.186643704589007	0.10957291137728	1410	20	740724	749131	ENSG00000101276	SLC52A3	28	22	1.70337451330792	0.785714285714286	0.461269250875689	-1.11631897219491	50	0.369908051983657	0.00773731567529829	0.422218813836041	433	433	327	FALSE	TRUE	FALSE	FALSE	NA
ENST00000305892	0.105459670022966	0.0498675848602591	951	19	15852203	15853153	ENSG00000171936	OR10H3	13	8	2.11479401536067	0.615384615384615	0.290990333297149	-1.78095686730675	21	0.321048517195192	0.00796260275939933	0.427262774413038	149	149	334	FALSE	TRUE	FALSE	FALSE	NA
ENST00000349394	0.147867216333031	0.0832782588892376	927	12	57610578	57620232	ENSG00000182379	NXPH4	21	15	1.77558006501671	0.714285714285714	0.402283021959358	-1.31371724345603	36	0.360285049098009	0.00824246006466085	0.431204688725783	307	307	339	FALSE	TRUE	FALSE	FALSE	NA
ENST00000371494	0.23465492714952	0.136591834561428	1683	1	53552855	53608249	ENSG00000162383	SLC1A7	52	53	1.71792792667991	1.01923076923077	0.593290762320016	-0.753188775023648	105	0.367927342805426	0.00830072634808587	0.431204688725783	964	964	345	FALSE	TRUE	FALSE	FALSE	NA
ENST00000401053	0.278999785109262	0.11161698895314	2049	19	58570607	58581123	ENSG00000176293	ZNF135	18	18	2.49961755576828	1	0.400061200439378	-1.32170737784593	36	0.285745509063338	0.00849096078232568	0.432989310256869	304	304	351	FALSE	TRUE	FALSE	FALSE	NA
ENST00000306687	0.110783517669041	0.0467433678648312	936	1	248402231	248403166	ENSG00000171180	OR2M4	42	58	2.3700371353086	1.38095238095238	0.582671199695177	-0.779246092051445	100	0.296732635235021	0.00850419803651479	0.432989310256869	902	902	352	FALSE	TRUE	FALSE	FALSE	NA
ENST00000413817	0.260961134674976	0.130110819947953	1758	22	50747459	50765489	ENSG00000205593	DENND6B	23	20	2.0056835763495	0.869565217391304	0.433550549869875	-1.2057278804601	43	0.332703018996607	0.0086457008836325	0.434596643664018	361	361	355	FALSE	TRUE	FALSE	FALSE	NA
ENST00000391411	0.102302144356817	0.0351970503404239	666	17	21431571	21454943	ENSG00000212719	C17orf51	7	4	2.90655448020093	0.571428571428571	0.196599986451679	-2.3466648726295	11	0.255980047140816	0.00868943101650945	0.434596643664018	92	92	356	FALSE	TRUE	FALSE	FALSE	NA
ENST00000532967	0.276186660770131	0.107795460809648	1809	2	18736811	18770828	ENSG00000250741	NT5C1B-RDH14	51	81	2.56213627824125	1.58823529411765	0.619887126069607	-0.689922552750045	132	0.280730416213535	0.00873208493433409	0.434596643664018	1142	1142	358	FALSE	TRUE	FALSE	FALSE	NA
ENST00000328051	0.0267881638320891	0.0103907154137583	240	1	152943142	152945050	ENSG00000184148	SPRR4	14	13	2.57808656722703	0.928571428571429	0.360178529447207	-1.47321591137571	27	0.27947898442686	0.00899692893411599	0.434596643664018	236	236	366	FALSE	TRUE	FALSE	FALSE	NA
ENST00000324411	0.252839177383752	0.0863846049868393	1980	19	37825580	37855357	ENSG00000181666	HKR1	26	38	2.92690089191555	1.46153846153846	0.499346754642567	-1.00188610002985	64	0.254653740321977	0.0090332974247051	0.434596643664018	549	549	368	FALSE	TRUE	FALSE	FALSE	NA
ENST00000373450	0.205731889941012	0.0788634104146746	1593	2	234526291	234681956	ENSG00000242366	UGT1A8	24	30	2.60871155405587	1.25	0.479163745817959	-1.0614093389044	54	0.27710721264937	0.00906578927846147	0.434596643664018	480	480	370	FALSE	TRUE	FALSE	FALSE	NA
ENST00000322344	0.244877125062167	0.123300400909923	1566	19	50364461	50370822	ENSG00000039650	PNKP	33	34	1.98602050970671	1.03030303030303	0.51877763863334	-0.94681179981598	67	0.334893881923879	0.00907348418274564	0.434596643664018	629	629	372	FALSE	TRUE	FALSE	FALSE	NA
ENST00000431530	0.562163867583238	0.216415055509171	4140	13	29598748	30077892	ENSG00000132938	MTUS2	126	245	2.59761903468594	1.94444444444444	0.748548735777005	-0.417831845971895	371	0.277961615823866	0.00907435275044778	0.434596643664018	2390	2390	373	FALSE	TRUE	FALSE	FALSE	NA
